SNP	Chromosome	GeneticDistance	Position	Phenotype	Pvalue	Qvalue	N	NumSNPsExcluded	IndexExclusionStart	DOF	NullLogLike	AltLogLike	SNPWeight	SNPWeightSE	OddsRatio	WaldStat	NullLogDelta	NullGeneticVar	NullResidualVar	NullBias	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullCov05Weight	NullCov06Weight	LogDelta	GeneticVar	ResidualVar	Bias	Cov01Weight	Cov02Weight	Cov03Weight	Cov04Weight	Cov05Weight	Cov06Weight	SNPIndex	SNPCount
cg20415809	2	182321855.000000	182321855	Phenotype_001	1.766E-003	2.440E-001	204	1	10	1	1.760E+002	1.777E+002	4.768E-002	1.504E-002	1.092E+000	1.005E+001	-1.022E+000	1.489E-002	5.358E-003	8.186E-001	6.063E-003	1.274E-001	1.101E-001	5.097E-002	-2.255E-002	8.186E-001	-9.613E-001	1.358E-002	5.194E-003	8.186E-001	-1.026E-003	6.449E-003	1.302E-001	1.110E-001	5.349E-002	-1.632E-002	1067	7848
cg05294243	19	51569106.000000	51569106	Phenotype_001	1.772E-003	2.440E-001	204	0	85	1	1.777E+002	1.787E+002	2.468E-002	7.786E-003	1.064E+000	1.005E+001	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.033E+000	1.409E-002	5.012E-003	8.186E-001	-8.887E-004	8.392E-003	1.312E-001	1.121E-001	4.149E-002	-1.699E-002	6538	7848
cg23349242	22	24577448.000000	24577448	Phenotype_001	1.821E-003	2.443E-001	204	1	96	1	1.754E+002	1.766E+002	3.235E-002	1.023E-002	1.087E+000	9.992E+000	-1.022E+000	1.502E-002	5.404E-003	8.186E-001	7.281E-003	1.273E-001	1.113E-001	5.471E-002	-1.799E-002	8.186E-001	-9.134E-001	1.322E-002	5.302E-003	8.186E-001	-1.008E-003	5.257E-003	1.305E-001	1.104E-001	5.021E-002	-2.349E-002	7078	7848
cg16501028	11	32450000.000000	32450000	Phenotype_001	1.837E-003	2.443E-001	204	1	56	1	1.778E+002	1.791E+002	-3.542E-002	1.121E-002	1.075E+000	9.976E+000	-1.022E+000	1.461E-002	5.258E-003	8.186E-001	6.141E-003	1.281E-001	1.101E-001	5.187E-002	-1.931E-002	8.186E-001	-1.119E+000	1.504E-002	4.915E-003	8.186E-001	-1.175E-003	3.731E-003	1.211E-001	1.123E-001	5.021E-002	-1.796E-002	3936	7848
cg21491308	19	43892826.000000	43892826	Phenotype_001	1.904E-003	2.463E-001	204	0	85	1	1.777E+002	1.788E+002	-3.275E-002	1.041E-002	1.078E+000	9.907E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.123E+000	1.510E-002	4.910E-003	8.186E-001	-9.613E-004	1.058E-003	1.244E-001	1.089E-001	4.862E-002	-8.398E-003	6421	7848
cg03599338	22	24577315.000000	24577315	Phenotype_001	1.927E-003	2.463E-001	204	1	96	1	1.754E+002	1.765E+002	3.236E-002	1.029E-002	1.085E+000	9.883E+000	-1.022E+000	1.502E-002	5.404E-003	8.186E-001	7.281E-003	1.273E-001	1.113E-001	5.471E-002	-1.799E-002	8.186E-001	-9.508E-001	1.361E-002	5.259E-003	8.186E-001	-1.035E-003	3.753E-003	1.366E-001	1.105E-001	4.871E-002	-2.445E-002	7077	7848
cg26815021	17	74733172.000000	74733172	Phenotype_001	1.958E-003	2.463E-001	204	0	81	1	1.777E+002	1.785E+002	2.325E-002	7.407E-003	1.046E+000	9.852E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.115E+000	1.500E-002	4.921E-003	8.186E-001	-9.515E-004	4.446E-003	1.318E-001	1.152E-001	4.034E-002	-1.293E-002	5917	7848
cg13461622	1	25291385.000000	25291385	Phenotype_001	1.979E-003	2.463E-001	204	0	2	1	1.777E+002	1.784E+002	-2.152E-002	6.863E-003	1.057E+000	9.832E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.015E+000	1.391E-002	5.039E-003	8.186E-001	-9.325E-004	5.293E-003	1.229E-001	1.138E-001	4.245E-002	-1.646E-002	111	7848
cg15967525	4	40517938.000000	40517938	Phenotype_001	2.041E-003	2.463E-001	204	0	20	1	1.777E+002	1.788E+002	3.350E-002	1.072E-002	1.091E+000	9.773E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.669E-001	1.341E-002	5.099E-003	8.186E-001	-9.001E-004	1.088E-002	1.310E-001	1.102E-001	4.497E-002	-1.800E-002	1681	7848
cg19614321	20	4804581.000000	4804581	Phenotype_001	2.045E-003	2.463E-001	204	0	91	1	1.777E+002	1.786E+002	2.589E-002	8.282E-003	1.049E+000	9.769E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.950E-001	1.370E-002	5.065E-003	8.186E-001	-1.296E-003	1.108E-002	1.253E-001	1.002E-001	5.340E-002	-1.327E-002	6689	7848
cg20792833	11	67205195.000000	67205195	Phenotype_001	2.077E-003	2.463E-001	204	0	59	1	1.777E+002	1.788E+002	-3.400E-002	1.090E-002	1.092E+000	9.738E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.116E+000	1.503E-002	4.922E-003	8.186E-001	-1.219E-003	1.329E-003	1.238E-001	1.040E-001	5.045E-002	-1.501E-002	4108	7848
cg10398682	15	83952019.000000	83952019	Phenotype_001	2.103E-003	2.463E-001	204	0	70	1	1.777E+002	1.793E+002	-5.787E-002	1.857E-002	1.147E+000	9.715E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.165E+000	1.560E-002	4.867E-003	8.186E-001	-7.540E-004	2.367E-003	1.255E-001	1.058E-001	4.747E-002	-1.710E-002	5228	7848
cg20535085	1	160616604.000000	160616604	Phenotype_001	2.174E-003	2.492E-001	204	0	2	1	1.777E+002	1.785E+002	-2.541E-002	8.179E-003	1.079E+000	9.650E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.141E+000	1.532E-002	4.896E-003	8.186E-001	-9.902E-004	6.431E-003	1.308E-001	1.126E-001	4.421E-002	-7.607E-003	502	7848
cg16842214	3	42727160.000000	42727160	Phenotype_001	2.191E-003	2.492E-001	204	0	12	1	1.777E+002	1.786E+002	-3.096E-002	9.975E-003	1.077E+000	9.635E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.142E+000	1.533E-002	4.894E-003	8.186E-001	-8.734E-004	-2.897E-003	1.229E-001	1.032E-001	4.626E-002	-1.686E-002	1274	7848
cg24382521	5	40908228.000000	40908228	Phenotype_001	2.227E-003	2.497E-001	204	0	23	1	1.777E+002	1.782E+002	-1.931E-002	6.232E-003	1.053E+000	9.604E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.123E+000	1.512E-002	4.917E-003	8.186E-001	-8.104E-004	1.281E-002	1.341E-001	1.143E-001	4.942E-002	-1.364E-002	1925	7848
cg07342901	11	2018724.000000	2018724	Phenotype_001	2.286E-003	2.527E-001	204	0	55	1	1.777E+002	1.783E+002	2.093E-002	6.771E-003	1.048E+000	9.553E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.066E+000	1.447E-002	4.986E-003	8.186E-001	-7.806E-004	9.052E-003	1.349E-001	1.112E-001	5.787E-002	-1.656E-002	3797	7848
cg24975842	20	57416221.000000	57416221	Phenotype_001	2.364E-003	2.546E-001	204	0	94	1	1.777E+002	1.791E+002	-4.879E-002	1.584E-002	1.129E+000	9.489E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.054E+000	1.435E-002	5.001E-003	8.186E-001	-1.231E-003	8.292E-003	1.286E-001	1.137E-001	5.470E-002	-1.577E-002	6867	7848
cg06960698	13	103054846.000000	103054846	Phenotype_001	2.397E-003	2.546E-001	204	0	66	1	1.777E+002	1.784E+002	2.573E-002	8.365E-003	1.062E+000	9.462E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.058E+000	1.440E-002	4.997E-003	8.186E-001	-1.045E-003	8.115E-003	1.391E-001	1.245E-001	5.639E-002	-9.098E-003	4822	7848
cg14467840	1	153600972.000000	153600972	Phenotype_001	2.401E-003	2.546E-001	204	0	2	1	1.777E+002	1.783E+002	-2.294E-002	7.459E-003	1.070E+000	9.459E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.024E+000	1.402E-002	5.038E-003	8.186E-001	-1.097E-003	9.621E-003	1.265E-001	1.190E-001	5.657E-002	-1.712E-002	436	7848
cg16853982	1	236849389.000000	236849389	Phenotype_001	2.484E-003	2.564E-001	204	0	2	1	1.777E+002	1.784E+002	-2.514E-002	8.202E-003	1.055E+000	9.394E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.097E+000	1.484E-002	4.952E-003	8.186E-001	-8.052E-004	1.339E-002	1.232E-001	1.076E-001	4.249E-002	-3.382E-002	743	7848
cg17729667	20	25566382.000000	25566382	Phenotype_001	2.547E-003	2.564E-001	204	0	92	1	1.777E+002	1.783E+002	2.502E-002	8.183E-003	1.038E+000	9.346E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.143E+000	1.537E-002	4.900E-003	8.186E-001	-9.817E-004	1.303E-002	1.233E-001	1.143E-001	5.097E-002	1.375E-002	6735	7848
cg00234616	2	74740572.000000	74740572	Phenotype_001	2.572E-003	2.564E-001	204	0	7	1	1.777E+002	1.786E+002	3.193E-002	1.046E-002	1.065E+000	9.327E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.494E-001	1.326E-002	5.131E-003	8.186E-001	-1.109E-003	9.488E-003	1.326E-001	1.103E-001	5.159E-002	-3.856E-003	887	7848
cg12172720	5	150019603.000000	150019603	Phenotype_001	2.583E-003	2.564E-001	204	0	27	1	1.777E+002	1.783E+002	-2.608E-002	8.545E-003	1.072E+000	9.319E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.191E+000	1.594E-002	4.846E-003	8.186E-001	-1.005E-003	1.014E-002	1.246E-001	1.028E-001	4.936E-002	-8.115E-003	2122	7848
cg15164958	7	54609587.000000	54609587	Phenotype_001	2.594E-003	2.564E-001	204	0	41	1	1.777E+002	1.783E+002	2.411E-002	7.900E-003	1.060E+000	9.311E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.034E+000	1.414E-002	5.029E-003	8.186E-001	-1.057E-003	5.015E-003	1.244E-001	1.119E-001	4.690E-002	-1.100E-002	2720	7848
cg00546491	7	32111062.000000	32111062	Phenotype_001	2.613E-003	2.564E-001	204	0	41	1	1.777E+002	1.785E+002	-3.028E-002	9.932E-003	1.074E+000	9.296E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.125E+000	1.516E-002	4.922E-003	8.186E-001	-1.087E-003	6.760E-003	1.212E-001	1.055E-001	5.744E-002	-2.836E-002	2670	7848
cg20924286	3	170136159.000000	170136159	Phenotype_001	2.773E-003	2.648E-001	204	0	15	1	1.777E+002	1.784E+002	2.871E-002	9.476E-003	1.069E+000	9.182E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.089E+000	1.476E-002	4.967E-003	8.186E-001	-1.042E-003	1.271E-002	1.363E-001	1.175E-001	5.040E-002	-1.984E-003	1528	7848
cg25634666	11	71846788.000000	71846788	Phenotype_001	2.799E-003	2.648E-001	204	0	59	1	1.777E+002	1.783E+002	-2.637E-002	8.712E-003	1.095E+000	9.164E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.607E-001	1.338E-002	5.121E-003	8.186E-001	-1.114E-003	7.045E-003	1.298E-001	1.092E-001	4.824E-002	-1.593E-002	4138	7848
cg17233935	21	39577230.000000	39577230	Phenotype_001	2.895E-003	2.648E-001	204	0	96	1	1.777E+002	1.782E+002	2.313E-002	7.666E-003	1.048E+000	9.100E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.026E+000	1.407E-002	5.045E-003	8.186E-001	-9.734E-004	4.473E-003	1.289E-001	1.136E-001	4.863E-002	-3.550E-002	6983	7848
cg09067967	4	39529342.000000	39529342	Phenotype_001	2.904E-003	2.648E-001	204	0	20	1	1.777E+002	1.782E+002	2.299E-002	7.624E-003	1.051E+000	9.094E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.020E+000	1.401E-002	5.052E-003	8.186E-001	-1.022E-003	1.581E-002	1.324E-001	1.132E-001	4.238E-002	-2.603E-002	1676	7848
cg21096399	11	119188145.000000	119188145	Phenotype_001	2.958E-003	2.648E-001	204	0	60	1	1.777E+002	1.784E+002	3.375E-002	1.121E-002	1.094E+000	9.059E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.225E+000	1.639E-002	4.813E-003	8.186E-001	-8.210E-004	7.917E-003	1.196E-001	1.021E-001	5.281E-002	-4.946E-003	4250	7848
cg02512226	10	28288192.000000	28288192	Phenotype_001	3.016E-003	2.648E-001	204	0	53	1	1.777E+002	1.783E+002	-2.760E-002	9.190E-003	1.075E+000	9.022E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.124E+000	1.517E-002	4.930E-003	8.186E-001	-9.293E-004	4.417E-003	1.292E-001	1.120E-001	5.472E-002	-3.181E-002	3523	7848
cg07846220	18	7117680.000000	7117680	Phenotype_001	3.024E-003	2.648E-001	204	0	81	1	1.777E+002	1.788E+002	-4.723E-002	1.573E-002	1.124E+000	9.017E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.145E+000	1.542E-002	4.905E-003	8.186E-001	-9.284E-004	3.558E-003	1.283E-001	1.074E-001	5.451E-002	-1.686E-002	5964	7848
cg02919422	8	55370544.000000	55370544	Phenotype_001	3.029E-003	2.648E-001	204	0	47	1	1.777E+002	1.790E+002	-5.594E-002	1.863E-002	1.164E+000	9.013E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.073E+000	1.459E-002	4.991E-003	8.186E-001	-9.060E-004	6.264E-003	1.265E-001	1.074E-001	5.367E-002	-1.849E-002	3089	7848
cg21376883	1	236850232.000000	236850232	Phenotype_001	3.032E-003	2.648E-001	204	0	2	1	1.777E+002	1.788E+002	-4.300E-002	1.432E-002	1.120E+000	9.012E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.044E+000	1.427E-002	5.025E-003	8.186E-001	-8.407E-004	4.363E-003	1.328E-001	1.129E-001	4.836E-002	-2.021E-002	744	7848
cg06310844	19	33072506.000000	33072506	Phenotype_001	3.037E-003	2.648E-001	204	0	85	1	1.777E+002	1.780E+002	2.029E-002	6.761E-003	1.071E+000	9.008E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.029E+000	1.411E-002	5.043E-003	8.186E-001	-1.076E-003	9.104E-003	1.294E-001	1.121E-001	4.249E-002	-2.419E-002	6303	7848
cg20784775	12	29937585.000000	29937585	Phenotype_001	3.073E-003	2.650E-001	204	0	61	1	1.777E+002	1.782E+002	2.435E-002	8.124E-003	1.063E+000	8.986E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.918E-001	1.372E-002	5.088E-003	8.186E-001	-1.328E-003	7.773E-004	1.375E-001	1.173E-001	4.666E-002	-1.313E-002	4428	7848
cg27558666	4	39407527.000000	39407527	Phenotype_001	3.135E-003	2.674E-001	204	0	20	1	1.777E+002	1.780E+002	-2.055E-002	6.870E-003	1.048E+000	8.948E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.119E+000	1.511E-002	4.938E-003	8.186E-001	-8.461E-004	1.267E-002	1.225E-001	1.059E-001	4.623E-002	-1.089E-002	1674	7848
cg07474356	23	91034003.000000	91034003	Phenotype_001	3.252E-003	2.744E-001	204	0	100	1	1.777E+002	1.787E+002	-4.080E-002	1.369E-002	1.087E+000	8.878E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.899E-001	1.371E-002	5.093E-003	8.186E-001	-7.596E-004	7.649E-003	1.249E-001	1.027E-001	5.060E-002	-2.297E-002	7531	7848
cg20725021	3	187009575.000000	187009575	Phenotype_001	3.397E-003	2.811E-001	204	0	15	1	1.777E+002	1.781E+002	2.633E-002	8.878E-003	1.061E+000	8.794E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.150E-001	1.295E-002	5.187E-003	8.186E-001	-9.374E-004	2.090E-003	1.248E-001	1.027E-001	5.554E-002	-2.383E-002	1566	7848
cg19252956	9	273072.000000	273072	Phenotype_001	3.408E-003	2.811E-001	204	0	50	1	1.777E+002	1.783E+002	-2.969E-002	1.001E-002	1.082E+000	8.788E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.074E+000	1.462E-002	4.994E-003	8.186E-001	-8.858E-004	4.295E-003	1.305E-001	1.099E-001	4.803E-002	-1.402E-002	3239	7848
cg03169180	17	7310347.000000	7310347	Phenotype_001	3.478E-003	2.811E-001	204	0	76	1	1.777E+002	1.779E+002	2.014E-002	6.807E-003	1.055E+000	8.750E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.113E+000	1.506E-002	4.950E-003	8.186E-001	-1.097E-003	3.861E-003	1.222E-001	1.105E-001	4.670E-002	-1.927E-002	5614	7848
cg10198932	21	43136287.000000	43136287	Phenotype_001	3.498E-003	2.811E-001	204	0	96	1	1.777E+002	1.782E+002	2.749E-002	9.299E-003	1.099E+000	8.739E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.053E+000	1.440E-002	5.020E-003	8.186E-001	-1.202E-003	9.712E-003	1.292E-001	1.132E-001	4.969E-002	-2.114E-002	6997	7848
cg25341726	16	28518331.000000	28518331	Phenotype_001	3.548E-003	2.811E-001	204	0	72	1	1.777E+002	1.782E+002	-2.656E-002	8.998E-003	1.089E+000	8.711E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.025E+000	1.409E-002	5.054E-003	8.186E-001	-1.034E-003	7.788E-003	1.327E-001	1.164E-001	4.392E-002	-1.394E-002	5374	7848
cg22484793	3	52261325.000000	52261325	Phenotype_001	3.575E-003	2.811E-001	204	1	12	1	1.779E+002	1.782E+002	-2.236E-002	7.581E-003	1.063E+000	8.697E+000	-1.022E+000	1.464E-002	5.270E-003	8.186E-001	6.484E-003	1.262E-001	1.100E-001	5.240E-002	-1.855E-002	8.186E-001	-1.065E+000	1.456E-002	5.020E-003	8.186E-001	-1.012E-003	5.260E-003	1.288E-001	1.098E-001	5.175E-002	-1.622E-002	1347	7848
cg27114120	20	5296302.000000	5296302	Phenotype_001	3.681E-003	2.811E-001	204	0	91	1	1.777E+002	1.784E+002	-3.456E-002	1.176E-002	1.079E+000	8.641E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.048E+000	1.435E-002	5.029E-003	8.186E-001	-6.455E-004	5.173E-003	1.325E-001	1.111E-001	5.196E-002	-2.589E-002	6693	7848
cg07107453	1	79114976.000000	79114976	Phenotype_001	3.713E-003	2.811E-001	204	0	2	1	1.777E+002	1.781E+002	2.707E-002	9.218E-003	1.071E+000	8.625E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.035E+000	1.420E-002	5.045E-003	8.186E-001	-8.060E-004	1.262E-002	1.283E-001	1.109E-001	4.772E-002	-1.709E-002	277	7848
cg16158874	19	46095562.000000	46095562	Phenotype_001	3.726E-003	2.811E-001	204	0	85	1	1.777E+002	1.780E+002	2.361E-002	8.041E-003	1.047E+000	8.618E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.107E+000	1.501E-002	4.959E-003	8.186E-001	-8.447E-004	1.573E-002	1.320E-001	1.158E-001	5.340E-002	-3.251E-002	6443	7848
cg07123548	19	40896163.000000	40896163	Phenotype_001	3.777E-003	2.811E-001	204	0	85	1	1.777E+002	1.779E+002	2.284E-002	7.792E-003	1.049E+000	8.592E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.088E+000	1.479E-002	4.982E-003	8.186E-001	-9.906E-004	9.710E-003	1.364E-001	1.132E-001	5.228E-002	-4.108E-002	6390	7848
cg23685580	15	43940867.000000	43940867	Phenotype_001	3.796E-003	2.811E-001	204	0	70	1	1.777E+002	1.780E+002	-2.469E-002	8.428E-003	1.053E+000	8.583E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.136E+000	1.534E-002	4.926E-003	8.186E-001	-9.680E-004	7.463E-003	1.292E-001	1.140E-001	4.041E-002	-9.652E-003	5127	7848
cg18267381	3	21792434.000000	21792434	Phenotype_001	3.797E-003	2.811E-001	204	0	12	1	1.777E+002	1.785E+002	-4.079E-002	1.392E-002	1.126E+000	8.582E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.070E+000	1.459E-002	5.004E-003	8.186E-001	-8.259E-004	9.204E-003	1.206E-001	1.076E-001	4.951E-002	-1.538E-002	1240	7848
cg00420929	19	18451112.000000	18451112	Phenotype_001	3.816E-003	2.811E-001	204	0	85	1	1.777E+002	1.778E+002	1.993E-002	6.806E-003	1.053E+000	8.573E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.006E+000	1.390E-002	5.081E-003	8.186E-001	-1.098E-003	8.829E-003	1.311E-001	1.138E-001	5.263E-002	-1.490E-002	6281	7848
cg11465372	12	53171191.000000	53171191	Phenotype_001	3.917E-003	2.811E-001	204	0	61	1	1.777E+002	1.779E+002	2.285E-002	7.826E-003	1.048E+000	8.523E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.049E+000	1.436E-002	5.031E-003	8.186E-001	-1.020E-003	9.328E-003	1.294E-001	1.057E-001	5.574E-002	-3.540E-002	4496	7848
cg03943081	10	133110646.000000	133110646	Phenotype_001	3.936E-003	2.811E-001	204	0	55	1	1.777E+002	1.783E+002	3.338E-002	1.144E-002	1.083E+000	8.514E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.067E+000	1.457E-002	5.009E-003	8.186E-001	-1.040E-003	6.359E-003	1.276E-001	1.095E-001	4.921E-002	-2.736E-002	3739	7848
cg19280968	3	195270614.000000	195270614	Phenotype_001	3.943E-003	2.811E-001	204	0	15	1	1.777E+002	1.779E+002	2.175E-002	7.455E-003	1.041E+000	8.511E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.028E+000	1.414E-002	5.056E-003	8.186E-001	-1.255E-003	1.426E-002	1.310E-001	1.177E-001	5.088E-002	-1.466E-002	1589	7848
cg17018527	15	83775931.000000	83775931	Phenotype_001	3.962E-003	2.811E-001	204	0	70	1	1.777E+002	1.781E+002	2.795E-002	9.586E-003	1.057E+000	8.502E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-9.550E-001	1.337E-002	5.145E-003	8.186E-001	-1.065E-003	4.493E-003	1.151E-001	1.047E-001	4.828E-002	-9.547E-003	5225	7848
cg02641676	8	42397764.000000	42397764	Phenotype_001	3.975E-003	2.811E-001	204	0	46	1	1.777E+002	1.782E+002	2.905E-002	9.966E-003	1.085E+000	8.495E+000	-1.022E+000	1.461E-002	5.256E-003	8.186E-001	6.222E-003	1.282E-001	1.102E-001	5.180E-002	-1.951E-002	8.186E-001	-1.009E+000	1.393E-002	5.080E-003	8.186E-001	-9.502E-004	9.585E-003	1.347E-001	1.150E-001	4.970E-002	-1.645E-002	3070	7848
