SNP	Chromosome	GeneticDistance	Position	Pvalue	Qvalue	N	NullLogLike	AltLogLike	SnpWeight	SnpWeightSE	OddsRatio	WaldStat	NullBias	NullCov00Weight	NullCov01Weight	NullCov02Weight	NullCov03Weight	NullCov04Weight	NullVar
cg21902544	18	70211515.000000	70211515	3.387E-026	2.436E-024	204	1.243E+001	6.908E+001	1.900E-001	1.543E-002	1.381E+000	1.515E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02620013	13	49794681.000000	49794681	3.414E-026	2.436E-024	204	1.243E+001	6.907E+001	1.881E-001	1.528E-002	1.544E+000	1.515E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24446548	7	19157263.000000	19157263	3.715E-026	2.627E-024	204	1.243E+001	6.898E+001	1.977E-001	1.608E-002	1.372E+000	1.512E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14384532	15	88800624.000000	88800624	4.461E-026	3.126E-024	204	1.243E+001	6.880E+001	1.906E-001	1.553E-002	1.684E+000	1.505E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23710218	8	72756656.000000	72756656	5.561E-026	3.862E-024	204	1.243E+001	6.858E+001	2.049E-001	1.674E-002	1.715E+000	1.498E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10362591	16	55689865.000000	55689865	5.692E-026	3.919E-024	204	1.243E+001	6.855E+001	1.880E-001	1.536E-002	1.442E+000	1.497E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01192900	11	111383668.000000	111383668	6.541E-026	4.464E-024	204	1.243E+001	6.841E+001	1.881E-001	1.540E-002	1.380E+000	1.492E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04072323	2	229046325.000000	229046325	6.635E-026	4.489E-024	204	1.243E+001	6.840E+001	1.837E-001	1.505E-002	1.459E+000	1.491E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14070647	8	109095264.000000	109095264	6.828E-026	4.580E-024	204	1.243E+001	6.837E+001	1.821E-001	1.492E-002	1.386E+000	1.490E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg21432954	13	38443809.000000	38443809	7.676E-026	5.084E-024	204	1.243E+001	6.825E+001	1.912E-001	1.568E-002	1.417E+000	1.486E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20723355	17	6679597.000000	6679597	7.709E-026	5.084E-024	204	1.243E+001	6.825E+001	1.905E-001	1.562E-002	1.562E+000	1.486E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00489401	5	180075875.000000	180075875	1.159E-025	7.578E-024	204	1.243E+001	6.784E+001	1.895E-001	1.562E-002	1.688E+000	1.472E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04599297	10	26505442.000000	26505442	1.172E-025	7.603E-024	204	1.243E+001	6.783E+001	1.960E-001	1.616E-002	1.511E+000	1.472E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04922810	7	30721888.000000	30721888	1.658E-025	1.066E-023	204	1.243E+001	6.748E+001	1.897E-001	1.570E-002	1.364E+000	1.460E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14409941	5	178771781.000000	178771781	1.936E-025	1.235E-023	204	1.243E+001	6.732E+001	1.915E-001	1.588E-002	1.364E+000	1.454E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13823136	1	77333138.000000	77333138	2.291E-025	1.450E-023	204	1.243E+001	6.715E+001	1.837E-001	1.526E-002	1.393E+000	1.448E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07846220	18	7117680.000000	7117680	2.835E-025	1.780E-023	204	1.243E+001	6.694E+001	1.958E-001	1.631E-002	1.625E+000	1.441E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg07014174	21	32253760.000000	32253760	2.892E-025	1.801E-023	204	1.243E+001	6.692E+001	-2.029E-001	1.690E-002	1.539E+000	1.440E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17190608	12	111471489.000000	111471489	2.925E-025	1.807E-023	204	1.243E+001	6.690E+001	1.866E-001	1.555E-002	1.455E+000	1.440E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00243313	5	1883413.000000	1883413	3.019E-025	1.851E-023	204	1.243E+001	6.687E+001	1.808E-001	1.508E-002	1.363E+000	1.439E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08849574	19	58125953.000000	58125953	3.353E-025	2.040E-023	204	1.243E+001	6.677E+001	1.793E-001	1.497E-002	1.408E+000	1.435E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18420965	4	66535145.000000	66535145	4.587E-025	2.769E-023	204	1.243E+001	6.645E+001	1.794E-001	1.503E-002	1.465E+000	1.425E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15446391	11	32452370.000000	32452370	4.833E-025	2.889E-023	204	1.243E+001	6.640E+001	1.914E-001	1.604E-002	1.582E+000	1.423E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08383315	11	8190565.000000	8190565	4.863E-025	2.889E-023	204	1.243E+001	6.639E+001	1.915E-001	1.606E-002	1.630E+000	1.423E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26831415	8	16885270.000000	16885270	4.897E-025	2.889E-023	204	1.243E+001	6.639E+001	1.828E-001	1.533E-002	1.402E+000	1.422E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg04490714	16	55690564.000000	55690564	5.206E-025	3.037E-023	204	1.243E+001	6.632E+001	1.891E-001	1.587E-002	1.666E+000	1.420E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg26780333	14	74058972.000000	74058972	5.224E-025	3.037E-023	204	1.243E+001	6.632E+001	1.842E-001	1.546E-002	1.932E+000	1.420E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22418909	8	41166738.000000	41166738	5.840E-025	3.370E-023	204	1.243E+001	6.621E+001	1.969E-001	1.654E-002	1.773E+000	1.416E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22266967	4	6695698.000000	6695698	6.191E-025	3.547E-023	204	1.243E+001	6.615E+001	-1.894E-001	1.593E-002	1.493E+000	1.414E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20312228	3	126113707.000000	126113707	6.841E-025	3.890E-023	204	1.243E+001	6.605E+001	1.864E-001	1.569E-002	1.488E+000	1.411E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11939071	12	113494429.000000	113494429	7.095E-025	4.006E-023	204	1.243E+001	6.601E+001	1.799E-001	1.515E-002	1.396E+000	1.410E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20286200	6	133562267.000000	133562267	8.656E-025	4.853E-023	204	1.243E+001	6.581E+001	1.842E-001	1.555E-002	1.376E+000	1.403E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14785479	22	20792535.000000	20792535	8.750E-025	4.870E-023	204	1.243E+001	6.580E+001	1.902E-001	1.606E-002	1.521E+000	1.403E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18221862	2	193059230.000000	193059230	9.209E-025	5.090E-023	204	1.243E+001	6.575E+001	1.801E-001	1.522E-002	1.369E+000	1.401E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17177660	4	177714456.000000	177714456	9.738E-025	5.344E-023	204	1.243E+001	6.569E+001	1.806E-001	1.527E-002	1.415E+000	1.399E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17963840	8	26722861.000000	26722861	1.155E-024	6.296E-023	204	1.243E+001	6.552E+001	1.858E-001	1.574E-002	1.535E+000	1.393E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14008883	10	50818911.000000	50818911	1.270E-024	6.873E-023	204	1.243E+001	6.543E+001	1.906E-001	1.617E-002	1.631E+000	1.390E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg22821324	4	176923439.000000	176923439	1.453E-024	7.810E-023	204	1.243E+001	6.529E+001	1.789E-001	1.520E-002	1.366E+000	1.385E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25437385	1	234040833.000000	234040833	1.614E-024	8.617E-023	204	1.243E+001	6.518E+001	1.887E-001	1.605E-002	1.396E+000	1.382E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25148589	4	158141936.000000	158141936	1.795E-024	9.519E-023	204	1.243E+001	6.508E+001	1.796E-001	1.529E-002	1.621E+000	1.378E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27652350	15	101420989.000000	101420989	1.829E-024	9.632E-023	204	1.243E+001	6.506E+001	2.000E-001	1.704E-002	1.508E+000	1.378E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08970694	11	5290746.000000	5290746	2.035E-024	1.065E-022	204	1.243E+001	6.495E+001	-1.861E-001	1.587E-002	1.429E+000	1.374E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg18277754	2	30144152.000000	30144152	2.741E-024	1.424E-022	204	1.243E+001	6.465E+001	1.905E-001	1.631E-002	1.428E+000	1.364E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16463460	11	32454718.000000	32454718	2.972E-024	1.535E-022	204	1.243E+001	6.457E+001	1.842E-001	1.578E-002	1.520E+000	1.361E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16254309	7	145814152.000000	145814152	3.597E-024	1.845E-022	204	1.243E+001	6.438E+001	1.805E-001	1.551E-002	1.483E+000	1.355E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25141674	6	72130689.000000	72130689	4.277E-024	2.180E-022	204	1.243E+001	6.420E+001	1.828E-001	1.574E-002	1.565E+000	1.349E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg03168582	9	841850.000000	841850	4.608E-024	2.333E-022	204	1.243E+001	6.413E+001	1.785E-001	1.538E-002	1.324E+000	1.347E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23207990	4	154710535.000000	154710535	8.781E-024	4.418E-022	204	1.243E+001	6.348E+001	1.803E-001	1.566E-002	1.395E+000	1.325E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg02919422	8	55370544.000000	55370544	1.094E-023	5.469E-022	204	1.243E+001	6.326E+001	1.918E-001	1.671E-002	1.682E+000	1.318E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09229912	12	111471963.000000	111471963	1.162E-023	5.770E-022	204	1.243E+001	6.320E+001	1.852E-001	1.614E-002	1.612E+000	1.316E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00333226	7	49813763.000000	49813763	1.271E-023	6.274E-022	204	1.243E+001	6.311E+001	1.792E-001	1.564E-002	1.362E+000	1.313E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10520887	4	96470094.000000	96470094	1.363E-023	6.683E-022	204	1.243E+001	6.304E+001	1.751E-001	1.530E-002	1.385E+000	1.311E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12109455	10	134000737.000000	134000737	1.459E-023	7.110E-022	204	1.243E+001	6.297E+001	1.808E-001	1.581E-002	1.582E+000	1.308E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13663218	12	72666976.000000	72666976	1.482E-023	7.179E-022	204	1.243E+001	6.295E+001	1.833E-001	1.603E-002	1.650E+000	1.308E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19674669	11	134146910.000000	134146910	1.565E-023	7.537E-022	204	1.243E+001	6.290E+001	1.798E-001	1.573E-002	1.377E+000	1.306E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15839448	8	41166530.000000	41166530	1.942E-023	9.261E-022	204	1.243E+001	6.268E+001	1.926E-001	1.690E-002	1.623E+000	1.299E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25084878	5	127873711.000000	127873711	1.947E-023	9.261E-022	204	1.243E+001	6.268E+001	1.822E-001	1.598E-002	1.342E+000	1.299E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01830294	7	116963492.000000	116963492	2.183E-023	1.032E-021	204	1.243E+001	6.256E+001	1.777E-001	1.562E-002	1.449E+000	1.295E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23898073	10	118032948.000000	118032948	2.413E-023	1.134E-021	204	1.243E+001	6.246E+001	1.732E-001	1.524E-002	1.338E+000	1.292E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19456540	14	60976285.000000	60976285	2.524E-023	1.179E-021	204	1.243E+001	6.242E+001	1.879E-001	1.654E-002	1.634E+000	1.290E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12200412	1	158324331.000000	158324331	2.543E-023	1.181E-021	204	1.243E+001	6.241E+001	-1.880E-001	1.656E-002	1.574E+000	1.290E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19461644	9	101706617.000000	101706617	3.644E-023	1.682E-021	204	1.243E+001	6.205E+001	1.825E-001	1.614E-002	1.443E+000	1.278E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15156078	15	79383413.000000	79383413	4.095E-023	1.880E-021	204	1.243E+001	6.193E+001	1.766E-001	1.564E-002	1.422E+000	1.274E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11389172	10	50818299.000000	50818299	4.946E-023	2.257E-021	204	1.243E+001	6.174E+001	1.773E-001	1.574E-002	1.426E+000	1.268E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12514620	1	54871858.000000	54871858	5.651E-023	2.556E-021	204	1.243E+001	6.160E+001	1.662E-001	1.478E-002	1.389E+000	1.264E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg24924779	20	49639998.000000	49639998	5.666E-023	2.556E-021	204	1.243E+001	6.160E+001	1.798E-001	1.599E-002	1.354E+000	1.264E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09542111	21	31312091.000000	31312091	6.327E-023	2.837E-021	204	1.243E+001	6.149E+001	1.716E-001	1.529E-002	1.402E+000	1.260E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08441806	10	134599149.000000	134599149	6.515E-023	2.905E-021	204	1.243E+001	6.146E+001	1.740E-001	1.550E-002	1.573E+000	1.259E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12087643	10	118033370.000000	118033370	6.590E-023	2.922E-021	204	1.243E+001	6.145E+001	1.744E-001	1.554E-002	1.421E+000	1.259E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16372520	14	78869751.000000	78869751	6.634E-023	2.925E-021	204	1.243E+001	6.144E+001	-1.793E-001	1.598E-002	1.502E+000	1.259E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15425280	4	158141492.000000	158141492	7.049E-023	3.091E-021	204	1.243E+001	6.138E+001	1.770E-001	1.579E-002	1.403E+000	1.257E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12832649	5	136834863.000000	136834863	7.640E-023	3.331E-021	204	1.243E+001	6.130E+001	1.716E-001	1.532E-002	1.338E+000	1.254E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg12238343	5	33936402.000000	33936402	7.721E-023	3.348E-021	204	1.243E+001	6.129E+001	1.794E-001	1.602E-002	1.471E+000	1.254E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20959866	1	4714008.000000	4714008	8.741E-023	3.769E-021	204	1.243E+001	6.117E+001	1.788E-001	1.600E-002	1.558E+000	1.250E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06201642	1	77333198.000000	77333198	9.382E-023	4.024E-021	204	1.243E+001	6.109E+001	1.741E-001	1.559E-002	1.383E+000	1.247E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16232126	2	108603005.000000	108603005	9.526E-023	4.063E-021	204	1.243E+001	6.108E+001	1.822E-001	1.632E-002	1.527E+000	1.247E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08190044	1	154298335.000000	154298335	1.012E-022	4.292E-021	204	1.243E+001	6.102E+001	1.761E-001	1.578E-002	1.336E+000	1.245E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11521325	19	48808268.000000	48808268	1.039E-022	4.382E-021	204	1.243E+001	6.099E+001	-1.749E-001	1.568E-002	1.434E+000	1.244E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27016494	7	96651586.000000	96651586	1.083E-022	4.544E-021	204	1.243E+001	6.095E+001	1.761E-001	1.579E-002	1.490E+000	1.243E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg25044651	5	115298720.000000	115298720	1.112E-022	4.641E-021	204	1.243E+001	6.092E+001	1.772E-001	1.590E-002	1.563E+000	1.242E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg27634151	11	94134646.000000	94134646	1.219E-022	5.038E-021	204	1.243E+001	6.083E+001	1.799E-001	1.616E-002	1.534E+000	1.239E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg17296166	19	46974567.000000	46974567	1.220E-022	5.038E-021	204	1.243E+001	6.083E+001	1.637E-001	1.471E-002	1.313E+000	1.239E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14323109	4	55991943.000000	55991943	1.505E-022	6.183E-021	204	1.243E+001	6.062E+001	1.768E-001	1.593E-002	1.509E+000	1.232E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11016563	11	101454626.000000	101454626	1.545E-022	6.315E-021	204	1.243E+001	6.059E+001	1.683E-001	1.516E-002	1.392E+000	1.231E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13297960	21	22370237.000000	22370237	2.248E-022	9.143E-021	204	1.243E+001	6.022E+001	1.820E-001	1.648E-002	1.483E+000	1.219E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19718882	11	32458714.000000	32458714	2.437E-022	9.858E-021	204	1.243E+001	6.014E+001	1.771E-001	1.605E-002	1.502E+000	1.217E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14184817	19	45737483.000000	45737483	2.473E-022	9.951E-021	204	1.243E+001	6.012E+001	1.805E-001	1.637E-002	1.444E+000	1.216E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg00015770	4	122302007.000000	122302007	2.637E-022	1.056E-020	204	1.243E+001	6.006E+001	1.661E-001	1.508E-002	1.392E+000	1.214E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg08422599	5	169931092.000000	169931092	2.741E-022	1.092E-020	204	1.243E+001	6.002E+001	1.699E-001	1.543E-002	1.504E+000	1.213E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13315147	10	135341528.000000	135341528	3.088E-022	1.224E-020	204	1.243E+001	5.990E+001	1.730E-001	1.574E-002	1.429E+000	1.209E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10293925	7	38670985.000000	38670985	3.469E-022	1.368E-020	204	1.243E+001	5.978E+001	1.790E-001	1.630E-002	1.344E+000	1.205E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg16902509	10	15761312.000000	15761312	3.689E-022	1.448E-020	204	1.243E+001	5.972E+001	1.793E-001	1.635E-002	1.395E+000	1.203E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg13562911	6	11044106.000000	11044106	4.769E-022	1.862E-020	204	1.243E+001	5.946E+001	1.774E-001	1.623E-002	1.324E+000	1.195E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg19391527	8	28173732.000000	28173732	5.362E-022	2.083E-020	204	1.243E+001	5.934E+001	-1.699E-001	1.556E-002	1.378E+000	1.191E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg05245861	18	31020511.000000	31020511	5.838E-022	2.257E-020	204	1.243E+001	5.926E+001	1.772E-001	1.625E-002	1.327E+000	1.189E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg15722679	20	1638393.000000	1638393	6.936E-022	2.668E-020	204	1.243E+001	5.908E+001	-1.707E-001	1.569E-002	1.407E+000	1.183E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06722633	1	37499309.000000	37499309	7.089E-022	2.714E-020	204	1.243E+001	5.906E+001	1.731E-001	1.592E-002	1.685E+000	1.183E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23887396	17	26699551.000000	26699551	8.660E-022	3.299E-020	204	1.243E+001	5.886E+001	1.750E-001	1.614E-002	1.380E+000	1.176E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg10764357	12	25102072.000000	25102072	8.763E-022	3.322E-020	204	1.243E+001	5.885E+001	1.711E-001	1.578E-002	1.401E+000	1.176E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06269753	8	72755871.000000	72755871	1.009E-021	3.809E-020	204	1.243E+001	5.871E+001	1.828E-001	1.689E-002	1.393E+000	1.171E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg14696396	15	83776446.000000	83776446	1.029E-021	3.864E-020	204	1.243E+001	5.869E+001	1.729E-001	1.598E-002	1.613E+000	1.171E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg09688546	4	157997363.000000	157997363	1.238E-021	4.626E-020	204	1.243E+001	5.850E+001	1.702E-001	1.577E-002	1.419E+000	1.165E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg01295203	8	70984199.000000	70984199	1.333E-021	4.958E-020	204	1.243E+001	5.843E+001	1.721E-001	1.597E-002	1.326E+000	1.163E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg20080624	7	96651111.000000	96651111	1.488E-021	5.485E-020	204	1.243E+001	5.832E+001	1.753E-001	1.628E-002	1.436E+000	1.159E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg11354906	4	154710371.000000	154710371	1.489E-021	5.485E-020	204	1.243E+001	5.832E+001	1.705E-001	1.584E-002	1.345E+000	1.159E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg23694248	12	71314315.000000	71314315	1.636E-021	5.999E-020	204	1.243E+001	5.822E+001	1.728E-001	1.607E-002	1.380E+000	1.156E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
cg06092815	2	229046406.000000	229046406	1.694E-021	6.184E-020	204	1.243E+001	5.819E+001	1.754E-001	1.632E-002	1.685E+000	1.155E+002	8.186E-001	1.962E-004	3.047E-002	6.461E-001	6.566E-001	1.151E-001	5.183E-002
